,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.3333333333333333,70,448,8,158,0.2607260726072607,0.9518072289156626,0.4093264248704663
1,1,0.3333333333333333,70,448,8,158,0.2607260726072607,0.9518072289156626,0.4093264248704663
2,2,0.3333333333333333,70,448,8,158,0.2607260726072607,0.9518072289156626,0.4093264248704663
3,3,0.3333333333333333,70,448,8,158,0.2607260726072607,0.9518072289156626,0.4093264248704663
4,4,0.3333333333333333,70,448,8,158,0.2607260726072607,0.9518072289156626,0.4093264248704663
5,5,0.3333333333333333,70,448,8,158,0.2607260726072607,0.9518072289156626,0.4093264248704663
6,6,0.3333333333333333,70,448,8,158,0.2607260726072607,0.9518072289156626,0.4093264248704663
7,7,0.3333333333333333,70,448,8,158,0.2607260726072607,0.9518072289156626,0.4093264248704663
8,8,0.3333333333333333,69,449,7,159,0.26151315789473684,0.9578313253012049,0.4108527131782945
9,9,0.3333333333333333,69,449,7,159,0.26151315789473684,0.9578313253012049,0.4108527131782945
10,ensemble_avg,0.3333333333333333,70,448,8,158,0.2607260726072607,0.9518072289156626,0.4093264248704663
11,ensemble_or,0.3333333333333333,69,449,7,159,0.26151315789473684,0.9578313253012049,0.4108527131782945
12,ensemble_uniq_avg,0.3333333333333333,69,449,7,159,0.26151315789473684,0.9578313253012049,0.4108527131782945
13,ensemble_uniq_or,0.3333333333333333,69,449,7,159,0.26151315789473684,0.9578313253012049,0.4108527131782945
